Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
buffDiureticsName,buffs,Buff,,,,,,,,,利尿剤,,,,,,,
buffDiureticsDesc,buffs,Buff,,,,,,,,,"利尿剤は尿の生成を促進し、体内の余分な水分と塩分を排出する薬剤。
コーヒー・茶・酒類などの飲料も軽い利尿効果を持つ。",,,,,,,
buffAlcoholName,buffs,Buff,,,,,,,,,アルコール緩和,,,,,,,
buffAlcoholDesc,buffs,Buff,,,,,,,,,アルコールが意識を鎮静させている。一部の持病の緩和に役立つ場合がある。,,,,,,,
buffRhabdomyolysisTreatedName,buffs,Buff,,,,,,,,,治療中の横紋筋融解症,,,,,,,
buffMedicalConditionsName,buffs,Buff,,,,,,,,,持病あり,,,,,,,
buffMedicalConditionsDesc,buffs,Buff,,,,,,,,,"一つ以上の持病がある。

持病の診断には一定レベルの医療資格が必要。",,,,,,,
buffMedicalConditionsTreatedName,buffs,Buff,,,,,,,,,治療済み持病,,,,,,,
buffMedicalConditionsTreatedDesc,buffs,Buff,,,,,,,,,"一つ以上の持病がある。

症状は現在抑制中。",,,,,,,
buffChronicAnkleInstabilityName,buffs,Buff,,,,,,,,,慢性足関節不安定症,,,,,,,
buffChronicAnkleInstabilityTreatedName,buffs,Buff,,,,,,,,,治療中の慢性足関節不安定症,,,,,,,
modArmorAnkleBrace,buffs,Buff,,,,,,,,,応急足首ブレース,,,,,,,
modArmorAnkleBraceDesc,buffs,Buff,,,,,,,,,足首ブレースは外部から特定の動作を制限する支持具で、慢性足関節不安定症の治療に用いることができる。,,,,,,,
buffAnkleBraceName,buffs,Buff,,,,,,,,,足首ブレース,,,,,,,
buffAnkleBraceDesc,buffs,Buff,,,,,,,,,足首ブレースは外部から特定の動作を制限する支持具で、慢性足関節不安定症の治療に用いることができる。,,,,,,,
modArmorCompressionStockings,buffs,Buff,,,,,,,,,応急圧迫ストッキング,,,,,,,
modArmorCompressionStockingsDesc,buffs,Buff,,,,,,,,,圧迫ストッキングは脚に圧力をかける弾性着衣で、循環改善・浮腫軽減・血栓予防に役立つ。血栓塞栓性疾患（例：血栓後症候群）の対処に一般的に使用される。,,,,,,,
buffCompressionStockingsName,buffs,Buff,,,,,,,,,圧迫ストッキング,,,,,,,
buffCompressionStockingsDesc,buffs,Buff,,,,,,,,,圧迫ストッキングは脚に圧力をかける弾性着衣で、循環改善・浮腫軽減・血栓予防に役立つ。血栓塞栓性疾患（例：血栓後症候群）の対処に一般的に使用される。,,,,,,,
buffDiseaseTreatmentName,buffs,Buff,,,,,,,,,病気治療,,,,,,,
buffDiseaseTreatmentDesc,buffs,Buff,,,,,,,,,病気への抵抗を高めるための処置を行った。一部の病気の症状が和らぎ、治癒が早まる。,,,,,,,
buffAnticoagulantsName,buffs,Buff,,,,,,,,,抗凝固剤,,,,,,,
buffAnticoagulantsDesc,buffs,Buff,,,,,,,,,一部の食品には自然由来の抗凝固（血液希釈）作用があり、血栓の予防に役立つ場合がある。特定の持病の対処や予防に有効。,,,,,,,
buffPneumoniaName,buffs,Buff,,,,,,,,,肺炎,,,,,,,
buffPneumoniaTreatedName,buffs,Buff,,,,,,,,,治療中の肺炎,,,,,,,
buffHeatStrokeName,buffs,Buff,,,,,,,,,熱中症,,,,,,,
buffHeatStrokeTreatedName,buffs,Buff,,,,,,,,,治療中の熱中症,,,,,,,
buffHypovitaminosisCheckDisplayName,buffs,Buff,,,,,,,,,ビタミン値,,,,,,,
buffHypovitaminosisCheckDisplayDesc,buffs,Buff,,,,,,,,,"正常（隠れ）：10,000以上

正常：4,000以上

ビタミン欠乏：2,000〜4,000

重度のビタミン欠乏：0〜2,000

体内の必須ビタミンの蓄えは絶え間なく減少していく。肉、野菜、果実を組み合わせた多様な食事でビタミンバランスを保て。",,,,,,,
buffHypovitaminosisName,buffs,Buff,,,,,,,,,ビタミン欠乏症,,,,,,,
buffHypovitaminosisTreatedName,buffs,Buff,,,,,,,,,治療中のビタミン欠乏症,,,,,,,
buffHypovitaminosisSevereName,buffs,Buff,,,,,,,,,重度のビタミン欠乏症,,,,,,,
buffHypovitaminosisSevereTreatedName,buffs,Buff,,,,,,,,,治療中の重度のビタミン欠乏症,,,,,,,
buffRhinovirusName,buffs,Buff,,,,,,,,,ライノウイルス感染症,,,,,,,
buffRhinovirusTreatedName,buffs,Buff,,,,,,,,,治療中のライノウイルス感染症,,,,,,,
modArmorGasMask1,item_modifiers,mod,,,,,,,,,ガスマスク,,,,,,,
modArmorGasMask1Desc,item_modifiers,mod,,,,,,,,,"煙対策用のガスマスクは顔全体を覆う設計で、有害な粒子とガスを遮断するフィルターを備える。

動作にはフィルターカートリッジが必要。",,,,,,,
modArmorGasMask2,item_modifiers,mod,,,,,,,,,放射線防護ガスマスク,,,,,,,
modArmorGasMask2Desc,item_modifiers,mod,,,,,,,,,"このガスマスクは煙の吸入と放射性塵の双方から確実に身を守る。

動作にはフィルターカートリッジが必要。",,,,,,,
filterCartridge,items,Medical,,,,,,,,,フィルターカートリッジ,,,,,,,
filterCartridgeDesc,items,Medical,,,,,,,,,ガスマスクが呼吸時に有害粒子を遮断するために必要。1時間持続する。,,,,,,,
buffBronchitisName,buffs,Buff,,,,,,,,,気管支炎,,,,,,,
buffBronchitisTreatedName,buffs,Buff,,,,,,,,,治療中の気管支炎,,,,,,,
buffBronchitisChronicName,buffs,Buff,,,,,,,,,慢性気管支炎,,,,,,,
buffBronchitisChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性気管支炎,,,,,,,
buffRadPneumonitisName,buffs,Buff,,,,,,,,,放射性肺炎,,,,,,,
buffRadPneumonitisTreatedName,buffs,Buff,,,,,,,,,治療中の放射性肺炎,,,,,,,
buffInfectionDiseaseName,buffs,Buff,,,,,,,,,感染症,,,,,,,
buffInfectionDiseaseTreatedName,buffs,Buff,,,,,,,,,治療中の感染症,,,,,,,
buffPulmonaryEdemaChronicName,buffs,Buff,,,,,,,,,慢性肺水腫,,,,,,,
buffPulmonaryEdemaChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性肺水腫,,,,,,,
buffLigamentTearsLegName,buffs,Buff,,,,,,,,,靭帯断裂（脚）,,,,,,,
buffLigamentTearsLegTreatedName,buffs,Buff,,,,,,,,,治療中の靭帯断裂（脚）,,,,,,,
buffPTOLegName,buffs,Buff,,,,,,,,,脚の外傷後変形性関節症,,,,,,,
buffPTOLegTreatedName,buffs,Buff,,,,,,,,,治療中の脚の外傷後変形性関節症,,,,,,,
buffPTOLegAfterArthroscopyName,buffs,Buff,,,,,,,,,脚関節 関節鏡術後 回復中,,,,,,,
buffPTOLegAfterArthroscopyTreatedName,buffs,Buff,,,,,,,,,治療中の脚関節 関節鏡術後 回復,,,,,,,
buffSinusitisName,buffs,Buff,,,,,,,,,副鼻腔炎,,,,,,,
buffSinusitisTreatedName,buffs,Buff,,,,,,,,,治療中の副鼻腔炎,,,,,,,
buffSinusitisChronicName,buffs,Buff,,,,,,,,,慢性副鼻腔炎,,,,,,,
buffSinusitisChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性副鼻腔炎,,,,,,,
buffOrbitalCellulitisName,buffs,Buff,,,,,,,,,眼窩蜂窩織炎,,,,,,,
buffOrbitalCellulitisTreatedName,buffs,Buff,,,,,,,,,治療中の眼窩蜂窩織炎,,,,,,,
buffMeningitisName,buffs,Buff,,,,,,,,,髄膜炎,,,,,,,
buffMeningitisTreatedName,buffs,Buff,,,,,,,,,治療中の髄膜炎,,,,,,,
buffPulmonaryEdemaSuddenName,buffs,Buff,,,,,,,,,急性肺水腫,,,,,,,
buffPulmonaryEdemaSuddenTreatedName,buffs,Buff,,,,,,,,,治療中の急性肺水腫,,,,,,,
buffCompartmentSyndromeName,buffs,Buff,,,,,,,,,コンパートメント症候群,,,,,,,
buffCompartmentSyndromeTreatedName,buffs,Buff,,,,,,,,,治療中のコンパートメント症候群,,,,,,,
buffCompartmentSyndromeChronicName,buffs,Buff,,,,,,,,,慢性コンパートメント症候群,,,,,,,
buffCompartmentSyndromeChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性コンパートメント症候群,,,,,,,
buffDVTName,buffs,Buff,,,,,,,,,深部静脈血栓症,,,,,,,
buffDVTTreatedName,buffs,Buff,,,,,,,,,治療中の深部静脈血栓症,,,,,,,
buffPostThromboticSyndromeName,buffs,Buff,,,,,,,,,血栓後症候群,,,,,,,
buffPostThromboticSyndromeTreatedName,buffs,Buff,,,,,,,,,治療中の血栓後症候群,,,,,,,
buffPulmonaryEmbolismName,buffs,Buff,,,,,,,,,肺塞栓症,,,,,,,
buffPulmonaryEmbolismTreatedName,buffs,Buff,,,,,,,,,治療中の肺塞栓症,,,,,,,
buffElectrolyteImbalanceName,buffs,Buff,,,,,,,,,電解質異常,,,,,,,
buffElectrolyteImbalanceTreatedName,buffs,Buff,,,,,,,,,治療中の電解質異常,,,,,,,
buffDysenteryChronicName,buffs,Buff,,,,,,,,,慢性赤痢,,,,,,,
buffDysenteryChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性赤痢,,,,,,,
buffLiverAbscessName,buffs,Buff,,,,,,,,,肝膿瘍,,,,,,,
buffLiverAbscessTreatedName,buffs,Buff,,,,,,,,,治療中の肝膿瘍,,,,,,,
buffSepticemiaName,buffs,Buff,,,,,,,,,敗血症,,,,,,,
buffSepticemiaTreatedName,buffs,Buff,,,,,,,,,治療中の敗血症,,,,,,,
buffDepressionName,buffs,Buff,,,,,,,,,うつ病,,,,,,,
buffDepressionTreatedName,buffs,Buff,,,,,,,,,治療中のうつ病,,,,,,,
buffFatigueChronicName,buffs,Buff,,,,,,,,,慢性疲労症候群,,,,,,,
buffFatigueChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性疲労症候群,,,,,,,
buffFibromyalgiaName,buffs,Buff,,,,,,,,,線維筋痛症,,,,,,,
buffFibromyalgiaTreatedName,buffs,Buff,,,,,,,,,治療中の線維筋痛症,,,,,,,
buffBurnsSevereName,buffs,Buff,,,,,,,,,重度の火傷,,,,,,,
buffBurnsSevereTreatedName,buffs,Buff,,,,,,,,,治療中の重度の火傷,,,,,,,
buffBloodLossName,buffs,Buff,,,,,,,,,出血,,,,,,,
buffBloodLossTreatedName,buffs,Buff,,,,,,,,,治療中の出血,,,,,,,
buffHypovolemicShockName,buffs,Buff,,,,,,,,,循環血液量減少性ショック,,,,,,,
buffHypovolemicShockTreatedName,buffs,Buff,,,,,,,,,治療中の循環血液量減少性ショック,,,,,,,
buffHeatCrampsName,buffs,Buff,,,,,,,,,熱性筋けいれん,,,,,,,
buffHeatCrampsTreatedName,buffs,Buff,,,,,,,,,治療中の熱性筋けいれん,,,,,,,
buffHeatExhaustionName,buffs,Buff,,,,,,,,,熱疲労,,,,,,,
buffHeatExhaustionTreatedName,buffs,Buff,,,,,,,,,治療中の熱疲労,,,,,,,
buffSmokeInhalationName,buffs,Buff,,,,,,,,,煙吸入障害,,,,,,,
buffSmokeInhalationTreatedName,buffs,Buff,,,,,,,,,治療中の煙吸入障害,,,,,,,
bloodDrawKit,items,Medical,,,,,,,,,採血キット,,,,,,,
bloodDrawKitDesc,items,Medical,,,,,,,,,採血キットを使って血液パックを作る。救急キットの作成に使用する。,,,,,,,
buffPostConcussionSyndromeName,buffs,Buff,,,,,,,,,脳震盪後症候群,,,,,,,
buffPostConcussionSyndromeTreatedName,buffs,Buff,,,,,,,,,治療中の脳震盪後症候群,,,,,,,
buffSecondImpactSyndromeName,buffs,Buff,,,,,,,,,セカンドインパクト症候群,,,,,,,
buffSecondImpactSyndromeTreatedName,buffs,Buff,,,,,,,,,治療中のセカンドインパクト症候群,,,,,,,
buffTraumaticEncephalopathyChronicName,buffs,Buff,,,,,,,,,慢性外傷性脳症,,,,,,,
buffTraumaticEncephalopathyChronicTreatedName,buffs,Buff,,,,,,,,,治療中の慢性外傷性脳症,,,,,,,
buffJointPainLegName,buffs,Buff,,,,,,,,,脚関節痛,,,,,,,
buffJointPainLegTreatedName,buffs,Buff,,,,,,,,,治療中の脚関節痛,,,,,,,
buffMalunionLegName,buffs,Buff,,,,,,,,,脚の骨癒合不全,,,,,,,
buffMalunionLegTreatedName,buffs,Buff,,,,,,,,,治療中の脚の骨癒合不全,,,,,,,
buffNerveDamageLegName,buffs,Buff,,,,,,,,,脚の神経損傷,,,,,,,
buffNerveDamageLegTreatedName,buffs,Buff,,,,,,,,,治療中の脚の神経損傷,,,,,,,
buffFatEmbolismSyndromeName,buffs,Buff,,,,,,,,,脂肪塞栓症候群,,,,,,,
buffFatEmbolismSyndromeTreatedName,buffs,Buff,,,,,,,,,治療中の脂肪塞栓症候群,,,,,,,
buffLigamentTearsArmName,buffs,Buff,,,,,,,,,靭帯断裂（腕）,,,,,,,
buffLigamentTearsArmTreatedName,buffs,Buff,,,,,,,,,治療中の靭帯断裂（腕）,,,,,,,
buffJointPainArmName,buffs,Buff,,,,,,,,,腕関節痛,,,,,,,
buffJointPainArmTreatedName,buffs,Buff,,,,,,,,,治療中の腕関節痛,,,,,,,
buffPTOArmName,buffs,Buff,,,,,,,,,腕の外傷後変形性関節症,,,,,,,
buffPTOArmTreatedName,buffs,Buff,,,,,,,,,治療中の腕の外傷後変形性関節症,,,,,,,
buffPTOArmAfterArthroscopyName,buffs,Buff,,,,,,,,,腕関節 関節鏡術後 回復中,,,,,,,
buffPTOArmAfterArthroscopyTreatedName,buffs,Buff,,,,,,,,,治療中の腕関節 関節鏡術後 回復,,,,,,,
buffMalunionArmName,buffs,Buff,,,,,,,,,腕の骨癒合不全,,,,,,,
buffMalunionArmTreatedName,buffs,Buff,,,,,,,,,治療中の腕の骨癒合不全,,,,,,,
buffNerveDamageArmName,buffs,Buff,,,,,,,,,腕の神経損傷,,,,,,,
buffNerveDamageArmTreatedName,buffs,Buff,,,,,,,,,治療中の腕の神経損傷,,,,,,,
medicalConditionTooltip,buffs,Buff,,,,,,,,,持病に冒されている。,,,,,,,
medicalT1-3,progression,Attribute,,,,,,,,,ティア1：ガスマスク,,,,,,,
medicalT2-4,progression,Attribute,,,,,,,,,ティア2：放射線防護ガスマスク,,,,,,,
hungerWeaknessIncreasing,buffs,Buff,,,,,,,,,飢餓による衰弱が進行した。,,,,,,,
hungerWeaknessDecreasing,buffs,Buff,,,,,,,,,飢餓による衰弱が緩和された。,,,,,,,
hungerWeaknessRelief,buffs,Buff,,,,,,,,,飢餓による衰弱から完全に回復した。,,,,,,,
hungerWeaknessDying,buffs,Buff,,,,,,,,,飢餓により命が消えていく。,,,,,,,
buffHungerWeaknessName,buffs,Buff,,,,,,,,,飢餓衰弱,,,,,,,
buffHungerWeaknessDesc,buffs,Buff,,,,,,,,,"深刻な空腹で身体が衰弱している。最大体力が低下する。さらなる飢餓を防がなければ死は避けられない。

十分に食べて回復せよ。",,,,,,,
diagnoseInternTooltip,buffs,Buff,,,,,,,,,インターンの診断を受けた。,,,,,,,
diagnoseDoctorTooltip,buffs,Buff,,,,,,,,,医師の診断を受けた。,,,,,,,
diagnoseSurgeonTooltip,buffs,Buff,,,,,,,,,外科医の診断を受けた。,,,,,,,
diagnoseAbilityInternTooltip,buffs,Buff,,,,,,,,,一部の持病を診断できる。,,,,,,,
diagnoseAbilityDoctorTooltip,buffs,Buff,,,,,,,,,大半の持病を診断できる。,,,,,,,
diagnoseAbilitySurgeonTooltip,buffs,Buff,,,,,,,,,あらゆる持病を診断できる。,,,,,,,
buffPerkPhysicianExpertiseOther1Name,buffs,Buff,,,,,,,,,インターン診断,,,,,,,
buffPerkPhysicianExpertiseOther2Name,buffs,Buff,,,,,,,,,医師の診断,,,,,,,
buffPerkPhysicianExpertiseOther3Name,buffs,Buff,,,,,,,,,外科医診断,,,,,,,
buffPerkPhysicianExpertiseOther1Desc,buffs,Buff,,,,,,,,,インターン資格の医療従事者から診察を受けた。この訓練レベルでは、一部の一般的で識別容易な疾患の診断が可能。効果は一時的で、効果が切れると持病は再び不可視になる。,,,,,,,
buffPerkPhysicianExpertiseOther2Desc,buffs,Buff,,,,,,,,,医師資格の医療従事者から診察を受けた。この習熟レベルでは、より複雑または重複する疾患を含む、より広範な疾患を識別できる。効果は一時的で、効果が切れると持病は再び不可視になる。,,,,,,,
buffPerkPhysicianExpertiseOther3Desc,buffs,Buff,,,,,,,,,外科医資格の医療従事者から診察を受けた。これは医療技能の最高位で、あらゆる疾患の完全な診断を可能にする。効果は一時的で、効果が切れると持病は再び不可視になる。,,,,,,,
symptomTinitusTooltip,buffs,Buff,,,,,,,,,耳が詰まったような感覚、おそらく以前の外傷が原因だ。世界が遠く聞こえる。,,,,,,,
symptomInsomniaTooltip,buffs,Buff,,,,,,,,,落ち着かない。,,,,,,,
symptomInsomniaTreatedTooltip,buffs,Buff,,,,,,,,,痛みが鈍り、休めるようになった。,,,,,,,
symptomCognitiveDeclineTooltip,buffs,Buff,,,,,,,,,頭にもやがかかる。,,,,,,,
symptomDehydrationTooltip,buffs,Buff,,,,,,,,,口の中が乾く。,,,,,,,
symptomNauseaTooltip,buffs,Buff,,,,,,,,,吐き気がする。,,,,,,,
symptomLowFinesseTooltip,buffs,Buff,,,,,,,,,手が震える。,,,,,,,
symptomSlowTooltip,buffs,Buff,,,,,,,,,脚に力が入らない。,,,,,,,
symptomFragileTooltip,buffs,Buff,,,,,,,,,脚がふらつき、バランスが取りにくい。,,,,,,,
symptomFatigueTooltip,buffs,Buff,,,,,,,,,消耗している。,,,,,,,
symptomShortnessOfBreathTooltip,buffs,Buff,,,,,,,,,呼吸が苦しい。,,,,,,,
symptomCoughExtremeTooltip,buffs,Buff,,,,,,,,,抑えきれない咳の発作に襲われる。,,,,,,,
symptomArmWeaknessTooltip,buffs,Buff,,,,,,,,,腕が異常に重く感じる。,,,,,,,
symptomDyingTooltip,buffs,Buff,,,,,,,,,体が徐々に弱り、回復力が失われていく。,,,,,,,
symptomRunningComplicationsCloserTooltip,buffs,Buff,,,,,,,,,脚に張りが溜まっていく。,,,,,,,
symptomPainLegTooltip,buffs,Buff,,,,,,,,,脚が痛む。,,,,,,,
symptomPainArmTooltip,buffs,Buff,,,,,,,,,腕が痛む。,,,,,,,
symptomPainLungsTooltip,buffs,Buff,,,,,,,,,肺に鋭い痛みが走る。,,,,,,,
symptomPainOrgansTooltip,buffs,Buff,,,,,,,,,内臓が痛みでねじれる。,,,,,,,
symptomPainBodyTooltip,buffs,Buff,,,,,,,,,体中が痛む。,,,,,,,
symptomPainBurnsTooltip,buffs,Buff,,,,,,,,,火傷が痛む。,,,,,,,
medicalSkillMagazineDesc,items,Medical,,,,,,,,,"命を救う技術を学ぼう！家庭にある一般品から包帯や医療物資を作れる。

医療クラフトスキルが向上する。

以下のスキルレベル到達時に持病の診断能力が段階的に解放される：25, 50, 75。「知覚」のレベルアップで必要スキルレベルは最大40%軽減される（最大「知覚」で15, 30, 45まで低下）。",,,,,,,
hangoverTooltip,buffs,Buff,,,,,,,,,二日酔い中、体はさらなるアルコールを拒絶する。即座に嘔吐する。,,,,,,,
buffHangoverName,buffs,Buff,,,,,,,,,二日酔い,,,,,,,
buffHangoverTreatedName,buffs,Buff,,,,,,,,,治療中の二日酔い,,,,,,,
buffFrostbiteName,buffs,Buff,,,,,,,,,凍傷,,,,,,,
buffFrostbiteTreatedName,buffs,Buff,,,,,,,,,治療中の凍傷,,,,,,,
buffLonelinessName,buffs,Buff,,,,,,,,,孤独,,,,,,,
buffLonelinessDesc,buffs,Buff,,,,,,,,,孤独感に苛まれている。,,,,,,,

# === Medical conditions Descs (mechanical phrase-replaced) ===
buffRhabdomyolysisDesc,buffs,Buff,,,,,,,,,"Serious muscle injury as a result of intense physical activity, trauma or heat exposure.\n\n症状： 脱水, 吐き気, 移動速度低下 and 精緻動作低下.\n\n対症療法： ベッドでの休息か鎮痛剤\n\n治療法： 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取し、透析を受ける（ベッドに横になり医者パークLv1以上で救急キットを使用）",,,,,,,
buffRhabdomyolysisTreatedDesc,buffs,Buff,,,,,,,,,"Serious muscle injury as a result of intense physical activity, trauma or heat exposure.\n\n症状（抑制中）： 脱水, 吐き気, 移動速度低下 and 精緻動作低下.\n\n対症療法： ベッドでの休息か鎮痛剤\n\n治療法： 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取し、透析を受ける（ベッドに横になり医者パークLv1以上で救急キットを使用）",,,,,,,
buffChronicAnkleInstabilityDesc,buffs,Buff,,,,,,,,,A condition characterized by a recurring “giving way” of the outer (lateral) side of the ankle. This condition often develops after ankle sprains.\n\n症状： 負傷リスク上昇.\n\n対症療法： ベッドでの休息.\n\n治療法： 足首ブレースmodを一定時間装着する.,,,,,,,
buffChronicAnkleInstabilityTreatedDesc,buffs,Buff,,,,,,,,,A condition characterized by a recurring “giving way” of the outer (lateral) side of the ankle. This condition often develops after ankle sprains.\n\n症状（抑制中）： 負傷リスク上昇.\n\n対症療法： ベッドでの休息.\n\n治療法： 足首ブレースmodを一定時間装着する.,,,,,,,
